date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:38:51	14547/14547	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:51%20GMT	https://te.dynamiclayers.net/softgen/404	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/404.html	(from https://te.dynamiclayers.net/softgen/)
13:38:51	25428/25428	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:51%20GMT	https://te.dynamiclayers.net/softgen/projects	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/projects.html	(from https://te.dynamiclayers.net/softgen/)
13:38:52	22871/22871	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:52%20GMT	https://te.dynamiclayers.net/softgen/project-details	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/project-details.html	(from https://te.dynamiclayers.net/softgen/)
13:38:52	24622/24622	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:52%20GMT	https://te.dynamiclayers.net/softgen/blog-grid	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/blog-grid.html	(from https://te.dynamiclayers.net/softgen/)
13:38:53	22855/22855	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:52%20GMT	https://te.dynamiclayers.net/softgen/blog-classic	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/blog-classic.html	(from https://te.dynamiclayers.net/softgen/)
13:38:53	23938/23938	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:53%20GMT	https://te.dynamiclayers.net/softgen/blog-details	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/blog-details.html	(from https://te.dynamiclayers.net/softgen/)
13:38:53	18137/18137	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2008:08:53%20GMT	https://te.dynamiclayers.net/softgen/contact	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/contact.html	(from https://te.dynamiclayers.net/softgen/)
13:38:53	4687/4687	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227ef080e1c1f95d32593144e90c4eb6e3-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/img/waving-hand.svg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/waving-hand.svg	(from https://te.dynamiclayers.net/softgen/)
13:38:54	2145/2145	---M--	200	added ('OK')	image/png	etag:%22b161c39a9c0a437cd1c7ff1283747092-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-1.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-1.png	(from https://te.dynamiclayers.net/softgen/)
13:38:54	344504/344504	---M--	200	added ('OK')	image/png	etag:%22edf4f025fcbb17baf3dc0c8f0663feb2-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/illustration01.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/illustration01.png	(from https://te.dynamiclayers.net/softgen/)
13:38:54	1813/1813	---M--	200	added ('OK')	image/png	etag:%223611d8964015171904abfd59e56b4917-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-2.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-2.png	(from https://te.dynamiclayers.net/softgen/)
13:38:54	2286/2286	---M--	200	added ('OK')	image/png	etag:%2297b84aa82242b81e83f53b481f545eed-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-3.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-3.png	(from https://te.dynamiclayers.net/softgen/)
13:38:55	1823/1823	---M--	200	added ('OK')	image/png	etag:%22bb8fbfd4d5b9966dcb524d40a61fc4c8-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-4.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-4.png	(from https://te.dynamiclayers.net/softgen/)
13:38:55	1516/1516	---M--	200	added ('OK')	image/png	etag:%22ac3d6b32b2014979b81c04b21ede48b1-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-5.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-5.png	(from https://te.dynamiclayers.net/softgen/)
13:38:55	1336/1336	---M--	200	added ('OK')	image/png	etag:%226d0fd731c7d4ac395b6f88513dd4c203-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/client-img-6.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/client-img-6.png	(from https://te.dynamiclayers.net/softgen/)
13:38:56	37660/37660	---M--	200	added ('OK')	image/png	etag:%222053a205eda9e3206c7313d6df48ee4e-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon01.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon01.png	(from https://te.dynamiclayers.net/softgen/)
13:38:56	44597/44597	---M--	200	added ('OK')	image/png	etag:%22a61f72f3595a293dd7575561f2642d37-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon10.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon10.png	(from https://te.dynamiclayers.net/softgen/)
13:38:56	39654/39654	---M--	200	added ('OK')	image/png	etag:%22e31094af7313214c3118d4c63e524615-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon05.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon05.png	(from https://te.dynamiclayers.net/softgen/)
13:38:57	47625/47625	---M--	200	added ('OK')	image/png	etag:%225b44054407829fc3fe374a5cf1cccc86-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon18.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon18.png	(from https://te.dynamiclayers.net/softgen/)
13:38:57	6322/6322	---M--	200	added ('OK')	image/png	etag:%22f4ae0acb201584d2ef034573e436f141-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/element-1.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/element-1.png	(from https://te.dynamiclayers.net/softgen/)
13:38:57	11449/11449	---M--	200	added ('OK')	image/png	etag:%228fdbcaf42b3eba0d4202643cb64de1d1-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/element-2.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/element-2.png	(from https://te.dynamiclayers.net/softgen/)
13:38:58	104629/104629	---M--	200	added ('OK')	image/png	etag:%22999eb73d97b90278124520a8c163c7b1-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/uikit01.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/uikit01.png	(from https://te.dynamiclayers.net/softgen/)
13:38:58	133991/133991	---M--	200	added ('OK')	image/png	etag:%2216d8729f14a9fa05deb75c10eae6c032-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/uikit02.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/uikit02.png	(from https://te.dynamiclayers.net/softgen/)
13:38:58	35785/35785	---M--	200	added ('OK')	image/png	etag:%222517cbf5b03ac66df9b1293b73f02ddc-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/chat-illustration.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/chat-illustration.png	(from https://te.dynamiclayers.net/softgen/)
13:38:58	211652/211652	---M--	200	added ('OK')	image/jpeg	etag:%2235566ec1c1a5607e81f3c22bdefb54ef-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/project-1.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/project-1.jpg	(from https://te.dynamiclayers.net/softgen/)
13:38:59	144576/144576	---M--	200	added ('OK')	image/jpeg	etag:%22cc90e39a173d7f22e28c71b8a3bbf52d-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/project-2.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/project-2.jpg	(from https://te.dynamiclayers.net/softgen/)
13:38:59	173386/173386	---M--	200	added ('OK')	image/jpeg	etag:%223be7deabaa995c9a78a06acaa543545a-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/project-3.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/project-3.jpg	(from https://te.dynamiclayers.net/softgen/)
13:38:59	155296/155296	---M--	200	added ('OK')	image/jpeg	etag:%22b1f4101ce9843bf31ee47c1f7509c941-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/project-4.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/project-4.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:00	17202/17202	---M--	200	added ('OK')	image/png	etag:%220f7a50541f0dd838cd0a466724cc45ea-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/element-3.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/element-3.png	(from https://te.dynamiclayers.net/softgen/)
13:39:00	21077/21077	---M--	200	added ('OK')	image/png	etag:%22b705bc0ea57edf70be6916589d87aa36-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/element-4.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/element-4.png	(from https://te.dynamiclayers.net/softgen/)
13:39:00	386158/386158	---M--	200	added ('OK')	image/png	etag:%22daf514a95a50644677943123870bea00-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/illustration02.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/illustration02.png	(from https://te.dynamiclayers.net/softgen/)
13:39:01	23533/23533	---M--	200	added ('OK')	image/png	etag:%227dc344d73fec5bb4e78358062339a4e1-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/music01.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/music01.png	(from https://te.dynamiclayers.net/softgen/)
13:39:01	11557/11557	---M--	200	added ('OK')	image/png	etag:%22b2da30f4635dfb4e5dea4b048a8cc7a1-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/music02.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/music02.png	(from https://te.dynamiclayers.net/softgen/)
13:39:01	38938/38938	---M--	200	added ('OK')	image/png	etag:%22aa0bafae1ef48f5e38cd922ef0d7fe1e-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/music03.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/music03.png	(from https://te.dynamiclayers.net/softgen/)
13:39:02	31327/31327	---M--	200	added ('OK')	image/png	etag:%22e5994569d923121509017daca8134725-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/uikit06.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/uikit06.png	(from https://te.dynamiclayers.net/softgen/)
13:39:02	360793/360793	---M--	200	added ('OK')	image/png	etag:%22050ccdf052db6d8e6b248ad0ead8f5cf-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/illustration03.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/illustration03.png	(from https://te.dynamiclayers.net/softgen/)
13:39:02	70347/70347	---M--	200	added ('OK')	image/png	etag:%22019dbaab97f6fa46bd5b6453e5e56839-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/uikit07.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/uikit07.png	(from https://te.dynamiclayers.net/softgen/)
13:39:03	21550/21550	---M--	200	added ('OK')	image/png	etag:%22204e539b1aa03f2499694c4d4a9c2ca5-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon03.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon03.png	(from https://te.dynamiclayers.net/softgen/)
13:39:03	52324/52324	---M--	200	added ('OK')	image/png	etag:%22581d517d3da3a54560e62b9c7db453c6-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/icons/icon15.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/icons/icon15.png	(from https://te.dynamiclayers.net/softgen/)
13:39:04	20795/20795	---M--	200	added ('OK')	image/jpeg	etag:%22d34dd4358c8fb1760f34cd82d8ddf908-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person01.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person01.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:04	22096/22096	---M--	200	added ('OK')	image/jpeg	etag:%2298b422f6c590393f049b9a2b502542a5-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person02.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person02.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:04	33458/33458	---M--	200	added ('OK')	image/jpeg	etag:%22ad0f471db138f067c25c9c2152eb07de-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person03.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person03.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:04	25970/25970	---M--	200	added ('OK')	image/jpeg	etag:%22a4d9a9257be10fda88b0a03e67b04962-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person04.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person04.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:05	26491/26491	---M--	200	added ('OK')	image/jpeg	etag:%22e3ce4d3b22964c8f05d3c6f6ee8c705e-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person05.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person05.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:05	21154/21154	---M--	200	added ('OK')	image/jpeg	etag:%22e6f0946c95cab7498c61d00eb48810d8-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person06.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person06.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:05	20076/20076	---M--	200	added ('OK')	image/jpeg	etag:%22ca75497fbfff064e182e3ad2fbb19324-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person07.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person07.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:05	26428/26428	---M--	200	added ('OK')	image/jpeg	etag:%222dd455f83a145fc795f2d753517a662e-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person08.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person08.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:06	27850/27850	---M--	200	added ('OK')	image/jpeg	etag:%2290c9c96b57417ff6469c69226506542a-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person09.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person09.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:06	25201/25201	---M--	200	added ('OK')	image/jpeg	etag:%225264975b1728139ae0d35c52ff9d56d0-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person10.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person10.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:06	24921/24921	---M--	200	added ('OK')	image/jpeg	etag:%22e0b6b9b50923ee1a409c6fb32ebbb2f0-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person11.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person11.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:07	26329/26329	---M--	200	added ('OK')	image/jpeg	etag:%22a8d4d5f2f94d80f6919a348a816416bb-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/person12.jpg	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/person12.jpg	(from https://te.dynamiclayers.net/softgen/)
13:39:07	6646/6646	---M--	200	added ('OK')	image/png	etag:%22293c1a86caed8f70b1ffa9f78c295e19-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/element-5.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/element-5.png	(from https://te.dynamiclayers.net/softgen/)
13:39:07	228994/228994	---M--	200	added ('OK')	image/png	etag:%2260622d7d8e913782fbe40f5eadddcece-ssl%22	https://te.dynamiclayers.net/softgen/assets/img/illustration06.png	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/img/illustration06.png	(from https://te.dynamiclayers.net/softgen/)
13:39:07	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22688cba08-4d7%22	https://te.dynamiclayers.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:08	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fa44c2eb042f0d2e522fc9ed41cc27c6-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/jquary-3.6.0.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/jquary-3.6.0.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:08	20106/20106	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fd06e8047114b2e714a39fbbc5e9a39a-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:08	7003/7003	---MCZ	200	added ('OK')	application/javascript	etag:W/%226ff7585d52e85e34355e28742112a82f-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/atropos.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/atropos.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:09	60473/60473	---MCZ	200	added ('OK')	application/javascript	etag:W/%220a224f3a86778304da9c1823d276f115-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/bootstrap.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/bootstrap.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:09	21217/21217	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ab6364b1482778442d3a8e7d7d0658cc-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/popper.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/popper.min.js	(from https://te.dynamiclayers.net/softgen/)
13:39:09	10263/10263	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bec014f6e48706b4b72e18057389d7a-ssl-df%22	https://te.dynamiclayers.net/softgen/assets/js/vendor/odometer.min.js	E:/Final%20Website/trishulasTech%20Website/te.dynamiclayers.net/softgen/assets/js/vendor/odometer.min.js	(from https://te.dynamiclayers.net/softgen/)
